Text,Sentiment
Love it I now like all of them and you can git all of the levels of the hints for free on download,1
addicted game doesn't start out with many grabs but offer great deals to get free grabs i got over 3000 from ordering my mom mothers day flowers and i havent been able to stop playing,1
Wild This is easily the best kids game i have seen    good job,1
I've got a bad feeling about this,1
,1
,1
" I love Star Wars and Angry Birds, so no complaints here",1
Wonderful My kids love this and i love it is a great way for them to explore color,1
,1
Best song quiz game ever I would just like a new update and add more free play lists,1
Happy baby Happy dad We noticed running water puts him out when he can't sleep,1
 The shower sound works even better 5 min is plenty of time and he sleeps so soundly,1
 This app saved frustration and my water bill,1
 Thx and keep it up,1
Great game,1
Best It's really a very nice game,1
,1
,1
,1
 I loved it,1
,1
,1
 Really nice ,1
,1
,1
,1
,1
 Can anyone tell their's code so I could add them as friends,1
,1
,1
,1
Great,1
 There was a time when I hated UC Browser now it is improved and better,1
 Now I really love it,1
,1
Fun stuff Highly addictive,1
 It's fun when you hit big,1
 But when you run out of coins I wish it didn't costs as much to purchase more,1
,1
,1
,1
other than that,1
,1
,1
,1
,1
,1
Loved it A great game,1
 It really tests your mind and it's awesome,1
  Thanks for creating this marvelous games makers,1
My players drive to the basket and the only thing I can do is pass him the ball,1
 Out of that I love this game,1
Best game ever the update needs cautions career mode victory lane and I'm a late model driver my self,1
"Superb It doesn't keep track of points like other apps, but I love this app Well made",1
 Nice interface,1
 ,1
,1
,1
,1
,1
,1
,1
,1
,1
not to mention it taught me how to play chess,1
,1
,1
,1
 It does have ads but at the moment they are very tolerable,1
,1
,1
,1
error of redirecting bcoz of DNS server First of all it was redirecting automatically from the websites to others,1
,1
,1
,1
but actually it was problem of DNS server,1
,1
,1
,1
thanks fr ur support also UC team,1
"Wooooooo I love it but, add hotel, toy store, , and more",1
Shut up and take my money,1
I personally believe the promotors of this game should give this game a commercial because this is by far the best basketball game I've ever played,1
Great Can just go surfing when ever I want,1
 Love this as I am land locked,1
 Viewing the competitors and seeing the world wide participation you can see how surfing has really boomed from when I started back in the late 60' s,1
I love it It so cool and fun 1,1
I have memberships 2 it so fun,1
Nice There is only dozen of mini games but my kid likes it,1
 It is getting bored after few days but other games from Tocca have great replay value,1
,1
Great Game Have played it continuously for 3 years now,1
The game My brother loved that game,1
Snakes and ladders It is very intetesting games that i can play with anybody,1
please download this game all of u,1
Best cricket game ever,1
Great but,1
,1
,1
 How do I drive the carI'm keep on going in Cricles,1
Love it Super app and the people at Frogspark are amazing I emailed them with suggestions and they responded very quickly you can tell that they really care about there product,1
3D Birds This is 100 great,1
Good I like the game,1
Please let me play the game I already rated,1
Bhai whaa Children's r happy,1
This game is my favorite,1
I love regular show,1
I never leave this game,1
,1
Great app This app is a fun way to learn and practice blackjack strategy,1
 Vegas here I come,1
Caillou  house of puzzles No wi fi,1
Johnfarrish Really good game but they should have all the characters from cartoons network and different type of controls,1
Love it Bye,1
"I don't have to say a word, my emojis say it for me",1
Cool And Funny I Like This Game Five Stars For This  I Find It Really Funny It Makes Me Laugh Every Time I Played This These Games Just Make Me Laugh,1
Could be better If you can make it where it is online where we can compete against other people,1
,1
,1
It's wonderful Fantastic,1
,1
Fix save Every time I build a house or do something and then go to sleep or exit game and come back or wake up it spawns me before I did certain things,1
Please fix,1
"Simply Amazing After a few minutes on the settings, I was showing off gta V on my galaxy note 4 Tethered with USB",1
,1
Seakayjay I have played this for several years and thoroughly enjoyed it,1
 It has never locked up or shut down unexpectedly,1
,1
,1
,1
 Amazing job with these old school DnD ports,1
 It's played flawlessly so far on a droid turbo,1
" Also, I would love you forever if you remade planescape torment",1
,1
Very good for child,1
So much goodness Got very frustrated with samsung touch wiz,1
 This is so much better,1
 Now my note II is running better than new again,1
 Thanks so much,1
Need Support Lightning Launcher Hope add this support,1
,1
It works I have used this on my Samsung Galaxy and it worked like a charm,1
 Seems pretty useful too after adjusting the camera,1
,1
,1
excellent This is the one game my 4 year old nephew comes back to time and time again,1
 Definitely a title that stands out above the crowd,1
 The puzzles are unique and the music is unfortunately for me very catchy,1
Love the series Bought all sims but all 3 were auto uninstalled after I updated my phone to Android 5,1
" Cannot install since then, error every time",1
 Please fix it,1
,1
Nice game But it should be saved and should be contains shot like t 20,1
I love panting but I never new that you coud do it on app,1
"One of the best game ive played lately  If you own a Nvidia Shield tablet, its a MUST BUY",1
Loved it Supar,1
"Great game Classic Solitaire game with one or three card draw, plus range of other options",1
 Ads are not annoying and I've not had any of the installation issues others had experienced,1
 Love it,1
This app is hot Not only is hot so is my phone thats the only problm i have withit but if i take a break and let my phone cool downits all good for a couple more hours,1
Great app Good to see app in regional language with details and latest score updates,1
,1
Simply superb game Awesome game,1
What's the erak What's the erak,1
Super Glitch   I love this game I've looked for many mario themed games and this is the best so far,1
" But, on the first level in world three it freezes at a point",1
 I'm sad because the next worlds look so cool,1
" So please, can you try to fix it",1
Loved it so much So very amazing,1
,1
Awesome Greatest digital comic Please make one for the aavengers It could be more in depth and detail so that you could span it out longer,1
Great game Its simple and fun and does not pretend to be anything its not,1
" WARNING it can be addictive, I should known, I play it all the time",1
,1
Love this game So cool this game blew up my mind so cool,1
Slots Pharoahs Way Great game,1
 Most of the games have regular payouts but some take forever to have a win,1
 But overall a great game 2 play,1
 Thats all it is A GAME,1
 NOT REAL,1
FUCKING GREAT GAME It like tells you u to like be safe with trains and the best thing about it kinda makes u swear to be safe around trains and that just blow open my mined and it's soooooooo funny so ya good game,1
" This is the best one I've found, very fun and time consuming",1
,1
No distrsction I love it because there was no distraction in this app and believe me okay,1
 I love the app so much that I love all the pets because they are so cute and adorable,1
Good Good But you guys should listen to suggestions by others please,1
 I think they are right,1
 Thanks,1
Awesome Please Update It,1
" More Cars, Races, And Multiplayer",1
,1
Best game ever This is my favorite movie and my favorite game,1
Great game I hope thought that the glitch that keeps me from getting free energy and diamonds gets fixed though,1
,1
i love toca own but when is toca life city coming out its been like 1 and a half weeks since the app came out on app store when is it coming out on android,1
It's working good,1
Nostalgia to the extreme Oh my goodness I can't believe this amazing game is on my phone Love it Hope to see the others in the future,1
It's so fun  hard I love it but sometimes I think it messes up ,1
 its really really fun and funny,1
ADD NEW THINGS THEN I WOULD BE EPIC I reaky liked it but it gets quite boring after a while so add more food and cooking things into the next one like tacos and beef and like you can spread things like the sauce on spaguetti thanks xx,1
Good game Took a few hours to beat puzzles are extremely hard the way their portrayed,1
But overall I enjoyed the ,1
,1
Fun This is a very fun game,1
 I reccomend this game to anyone,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
 youll get stuck on this Hope this is helpful if not funny to anyone who reads this,1
"Fixed on nexus 7 Amazing game Glad it finally works Again Awesome story, awesome gameplay, and awesome characters",1
 One of the greatest SNES era RPGs at my fingertips,1
,1
"A fun, easy to use app It is easy enough to use, however, I would like to see it an update or adjustment so if wifi wasn't available, you could still use the ap easily with gps",1
Adicted,1
"Much better than the sequel, this game is heaps of fun and doesn't deserve low ratings because of some stupid coin bugs",1
,1
Loved this app I use this app when I am waiting for anyonething,1
 Fast and easy to follow,1
 Will recommend to family and friends,1
I FREAKIN' LOVE IT BUT ONE MORE THING PLS  THIS GAME IS SO COOL I ENJOY PLAYING IT ESPECIALLY WITH THE PROTOTYPE IVE SAVED COINS FOR,1
 BUT IT NEEDS MORE COMUNNICATION,1
 PLS ADD A MAILING FEATURE WITH SUBJECT AND MESSAGE PLS PLS REPLY ASAP THANK YOU,1
Super easy and cool It's very easy to get used to and it looks cool on your phone,1
 It gets me to what I need right away,1
 It's perfect,1
Sensitive with stylus s pen Make it more sensitive for click button menu n pencil with s pen,1
 The only cleaner app where you can actually see it working,1
 I love all the features,1
,1
Deluxe Moon App Zodiac and Moon phases,1
  A lot of fun,1
,1
Fantastic Using 10 plastic vr headset from ebay and lg g3,1
"  Far exceeded my expectations Combine with vireio perception 3d drivers google it,even better    Very ,very impressed ,keep up the good work",1
Love I love this game its awesome,1
 You guys should try cartoon network superstar soccer,1
 Its Amazon,1
Funny It's pretty funny,1
 I like how you can make them fight and make them tick each other off,1
,1
Its so fun Its fun but they say Rate our game and get 200 coins for free who its gonna want those coins,1
,1
"Slow at first but once you get into it it is a almost perfect arcade game, very simple and that's why it's good",1
 I would have liked some instructions though,1
,1
"Over the moon, John",1
 Respect for this mini football sim classic,1
 A significant improvement on the original and that was quality,1
"Worth every reasonable penny I paid for it, was better than expected",1
  Numerous functions and settings,1
  One of my favorites is the ability to overlay a small speedometer on the navigation map,1
,1
I love it It helps me learn how to draw better besides everyone loves animes,1
Chess  is  my  game I love it  and l  have  listed idea to  improve  ,1
it's  called  chess,1
Great application  On a Samsung  S6 this as is brilliant ,1
 One of the few apps than actually works very well,1
"I've read the reviews, and listened to the complaints It's NOT like real poker they said,I keep loosing",1
,1
" we''ll, let me tell you why",1
,1
,1
"  it's because, this IS just like poker",1
 This is the BEST game out there,1
 ,1
,1
,1
,1
Cute and educated game for kids This game is educated because the kids learn how to care for a real baby,1
Cherry Master slots Great game,1
 Been looking for it a long time,1
,1
This one has grown on me,1
 Game mechanics are clean,1
 It will challenge at several levels,1
" In short, great game",1
I always played this in the casino now I got it on my phone for Free and ain't tricking off my real money,1
My girls love this My kids are 47 and love this game Paying 8 to unlock everything was worth it,1
Full  of  fun My  best friend Doraemon  is a cartoon  character ,1
 He is a robot of 22nd century ,1
 But he has the mind that no one have ,1
 Now I am going to his repair shop which is full of fun,1
,1
A brilliant and handy app,1
,1
"I love that there is no limit to the number of bubbles, you don't need any in game money or help from friends",1
,1
Perfect,1
"Such a good game Amazing game, good graphics, and very addicting I played it nonstop",1
 The story and the gameplay were great,1
" The puzzles made you think, but weren't impossible to solve",1
 I highly recommend this game,1
Great Great,1
It's hard and fun at the same time but more fun than hard,1
 The dumb way to say is it is awesome,1
Shhh The kids are in bed and I've started my own town,1
 We've unlocked figured out all but 7 combinations and by we've I mean my kids This game kept my 3yo's attention for over an hour today our first day playing  I highly recommend this game,1
,1
So helpful Thank you for making this app it really helped me to draw animes and now I feel like a pro at drawing animes,1
Awezome Its really awesome I've had it for a long time and it doesn't get boring guys get this all my friends love it heaps i like how u can become friends theres nothing that u can make better,1
Really good stuff Great app,1
 Catches even the most obscure matches,1
 Richer football commentary would be nice though,1
Awesone The game is great I play it during my spare time,1
Perfect for grandchildren so far,1
 I have found this so far to be a good app for my young grandcglhildren,1
,1
A good game properly set up,1
1 has shown two recurring minor problems,1
,1
5 stars Awsm Game,1
Good game Just needs way more songs But it's unparalleledgood way,1
I loved this game,1
Can't stop I just can't stop playing it an addicting game that uses a strategic mind to accomplish,1
,1
Are you even still reading these Get it,1
 It's got a stupid fun charm to it and Yahtzee's tiny voice clips add a nice punch to the wackyness,1
,1
Love this He's so cute,1
,1
,1
,1
Hey For,1
Good app Just enough for free connect  diagnose and clear  live view of single variable,1
" Not bloated, harsh design",1
 Must have,1
Angry birds rio It's really fun,1
Please But pls start multiplayer    if it doesn't im just going to delete it,1
Awesome Wish it had a story mode and online matches,1
,1
,1
,1
 Need a couple new armies,1
,1
,1
 New troops for the existing armies,1
Very cute Easy to learn,1
 The only thing I wish is that it had more animations,1
" Other than that, it's perfect",1
,1
Pyramid Solitaire Saga I love this game Please get it if u have Google Play Store It is like Solitaire but a little different,1
panchatantra Really nice app,1
Crush eggs Very interesting game,1
I really enjoy having the weather at my finger tips in a matter of seconds I love being able to have to get the weather at any time any where It is great,1
I like the kiss without getting caught,1
Great game Great multi player table top game,1
"Nice After a long wait,something for qatar",1
Seriously It's better to learn for my gk from this game instead of u book,1
"Awesome game I play all day, great job guys",1
Classic at it's BEST This game is so much fun and even better it's funny as hell,1
 It's like you playing DD with your buddies,1
"Simple fun Each mini game is quite simple, but there are a few to choose from",1
" My toddler enjoys most of them, but the fruit slingshot is his favourite he is 3",1
,1
"Lovely port What about sonic 3 and knuckles,  when will that be released",1
Love it Its a good games for my Lil sis,1
I like this app ,1
,1
,1
,1
,1
,1
Good app,1
I love this app but I would like to see some attack on titan,1
,1
"Love it  can get very frustrating at times, but good to play",1
 Wish you could get rid of the ads,1
,1
Very useful We can know all about vehicle status if it is geniuen r not,1
Really fun I had troubles for a little while but all seems well now I enjoy unlocking lands and I've gotten really good,1
Great game,1
 Plays nice,1
 Different every time,1
,1
Absolutely loved by my preschool grandaughters,1
 A great little song and entertaining for the little ones,1
,1
Very good game My 3yr old recognizes all the fruits now,1
Kid loves it She learned dexterity through this doctor stuff,1
 My favorite is the dentist one,1
 I'm playing it right now and um 29 fun game,1
Spectacular I can say without a hint of sarcasm that Hatfall is the best mobile game of recent memory,1
" Hats off to you, Yahtzee",1
,1
Love the game It took me a day to figure it out with the controls but over all its a fun game keep up the good work,1
Loved it It works but it needs to get fixes about letting me play games with my friends but it won't let me,1
Awesome So fun to play,1
" Nice controls, love the sounds too",1
"Great This works just fine, don't know why people are complaining, maybe stop using 4 year old phones and it will work better",1
,1
Paul Its a Very good app,1
Kids learning alphabet and numbers Thumbs up,1
Nice app Very enjoyable nd nice,1
,1
,1
Owsome Nic,1
"Awesome Still love it, Febuary 2013, It's now July 2014, still love it",1
 Highly Recommend it,1
,1
This version is still fun,1
 I also recommend the game CATFALL,1
 Download and play with me P,1
Great game  So much fun,1
  I can play with someone I know or not,1
  I never get bored and I like the tournaments,1
,1
"Love it, best episode yet It has everything, its funny and action packed",1
 Only draw back is the 2 plus months you have to wait for a 90 minute game,1
 But its worth the 5 bucks,1
Love it This is what makes Android worth it,1
 Looks great on my s6 edge,1
,1
Great idea with nice graphics,1
" Nice fun game, only issue I would like to be able to change controls when zoomed in, as I seem to want the directions reversed",1
 But other than that it's great,1
,1
Great app,1
 Using it for tennis,1
 So helpful,1
 Highly recommended,1
,1
Support the devs and purchase Great version of Hearts,1
 Every game by this team is absolutely topnotch,1
,1
BASKETBALL MANIA  THIS IS A GOOD AND AWESOME GAME FOR KIDS THAT LOVE BASKETBALL GAMES AND ITS COOL ITS AWESOMENESS GAME EVER AND TO COLLECT COINS TO UNLOCK BASKETBALL MAPS ITS VERY VERY VERY VERY VERY AWESOME COOL AND THE BEST BASKETBALL GAME EVER,1
Jay Best applications,1
 Thanks,1
Love the game Been playing this game for months now and still has me hooked,1
" I like how even if you only buy the month card, you can do well in the game",1
,1
A lovely app for the kidz,1
,1
,1
,1
,1
" It made me Nostalgic, reminded me of my childhood days",1
,1
,1
,1
,1
took me almost 30 minutes to finish it all,1
,1
,1
,1
,1
the one at monaco is,1
,1
,1
when u open the briefcase just tap the armor as fast as u can ,1
,1
,1
,1
My 2month old loves this game he stares at the screen and gets excited when the monkey comes on,1
" Really helpful, couldn't find a better app",1
 Thank you,1
,1
,1
,1
,1
,1
its an a attractive game,1
,1
,1
,1
,1
,1
i ll never uninstall this game ,1
,1
,1
,1
,1
,1
My kid love game ad the iml,1
Love it Awesome game I can't stop playing,1
"OMG I luv this game,it has great graphics and it makes me feel like I'm actually in the game,especially when I have earphones on",1
,1
Mosie Cool gonna miss my program,1
Helpful app And helpful devs,1
"TOO REALISTIC Connect to bluetooth surround sound, WOW",1
It's about time This app saved me from having to start all over with my set up and my games that don't back up to their own servers,1
 LOVE LOVE this I wish it was around when I lost my stuff with Tap Zoo and Tap Fish,1
,1
50 Inner Child Thoroughly enjoying it,1
 Hate knowing there are only 50,1
 Would be great if you could import pdf for limitless backgrounds,1
,1
Great for dipdap fans My 4 year old loves it,1
,1
Adictive FUN The very first time i downloaded this i was happy,1
"Super fun I am hooked, can hardly put it down",1
,1
It should be multi player It would be better if it was multi player with freinds,1
Great fun New different games all the time,1
,1
,1
,1
Great My toddler loves it and I love that there are no videos to watch but the buttons for each song are colourful and she knows exactly the song she is picking,1
Favorite app of all time This app is so much fun and it even helps u by letting u watch the video or looking at the lyrics and it has some of her best songs APP IS LITT,1
"Hmm Pretty shifty looting system,  and crafting",1
" 650,000 for one chest upgrade needing like 15 purchases",1
,1
"I loved it The first game I have  loved,best game",1
"Great, inventive, hilarious Lovely adaptation of the original quiz",1
 Not a long laster but worth going through and finishing,1
 Definitely good for divergent thinking,1
,1
Awesome Whole new story but it is very long if you try to get every fail,1
"Great games Android version of world of warship pc game, 910 must play",1
,1
" Game is straightforward,  nothing fancy, and a great time passer",1
,1
Best game ever The money was worth it a AND it was super cheap,1
Sooo awesome and addicting I swear So awesome I can't stop intell my phone dies get it is so awesome,1
,1
,1
,1
"Great job Beautiful, not lagging, not too repetitive, balanced not impossible, not too easy, and best of all, not paytowin like, 99 devs would sell boost for real money",1
 Totally worth the price,1
,1
Best weather aap,1
So awesome This game is so fun,1
Ok then its Awesome What happened to the drunk effect Awesome app,1
I suggest you make it to were the semi can haul double grain trails and a round hay bailer and a tractor with a lift,1
Awesome but Could u possibly put lunch boxes at the store so if you want to bring lunch you can,1
Love  the numbers This came is awesome Once you start playing  you will not be able to stop,1
 It challenges you to improve your highest score and continue to build higher numbers,1
WONDERFUL GAME I love it n will continue,1
"Get this app NOW This is a must have, a can't live without, needed this in my life kind of app",1
" Download now, you won't be disappointed",1
,1
Love This app makes learning basics of Japanese fun,1
 I've never seen a more fun way to learn a language,1
Name that food This game is fun,1
" Some are hard, if you don't know your foods brand names",1
,1
Love it Great game for any age Improves spelling and word recognition while having fun,1
  A lot better than working these in a book,1
"  Jenna, this is for you",1
Have the bass app alsolove both Best app on learning to play your favorite songs,1
Great game it is really brand game,1
,1
Best Great icons best,1
Love it I love this game as I'm learning to play songs I never thought I could learn,1
,1
Amazing for pranking friends and family I have got SO many people with this app and I've gotten hilarious reactions amazing for an April fools prank Recommended,1
"SPADESPLUS  Kool game, yu should download it",1
,1
,1
,1
,1
Wonderful app Great app for kids,1
 Extremely engaging and educational,1
,1
Great games in an artistic setting,1
,1
0 Super awesome pic,1
Love it It is awesome even though I have not even bought the app,1
 Just trying to stay positive,1
My daughter is 11 year then also she likes this app,1
"enjoy to learn by ds educationalGame My little3 yearold daughter ws really enjoying ds kind of game,and at the same time she learn a lot of things, nd also now its not tyring 4me to teach her",1
,1
thnk u very much,1
Good My niece loves it I bought the full version,1
,1
"Excellent, time wasting fun",1
"Luvs the game My grandson ,age 3, can't get enough of this game",1
,1
Animal sounds app,1
 My son enjoys this app,1
It is a great game with many good cars and if you can update to have the new cars from 2013 to 2015,1
Fun to play Good graphics and sounds,1
   Works well on Nexus 7,1
,1
Nice app to learn to play the real song in the piano,1
" There use to be some chinese songs in the app but gone now, is there a way to get those midi back",1
,1
,1
 ,1
,1
,1
"if it ever even loads, or if it plays and looks like a dog",1
Loving it,1
I love the whole game This game was the most best game u had ever played in my life its so amazing anyone who wants to say anything bad about my discription keep it to you self bye thank you PS download this game,1
"Now I love it even more Dear devs, thx for fixing the updates prob really fast",1
" 2 thumbs up I'm used to grind out level since NES time, n with Marvel chars it brings a new breath to RPGs",1
" Once again, my highest regards n keep 'em coming",1
This is a sick game You need a big screen because you can't zoom in on the board,1
,1
,1
,1
,1
but works fine on my galaxy mega,1
I love Scrambled I really like this game and updates seem to have corrected the freezing issues I was having,1
Amazing Thus gives unboxed time to play this amazingly wonderful game I love guessing things so this the perfect game for me,1
,1
,1
,1
"Excellent Been wanting to beef up my chess skills for some time,  this app is perfect for me",1
EPIC My dream job it such a good game I just think they are in a free roam world,1
5 Star Does the job and you can adjust the strobe feature,1
" I already wrote a review about 2 months ago, and the app is asking me to rate it again Why",1
One of the best App game Awsome perfection in the game,1
good timepass,1
My life is with power  of the soccer team Team power rangers super megaforce dino charge,1
"Perfect Spend a buck and get an ad free game that is fast, small and free of bugs, spy ware, etc",1
" After messing my smartphone up with other cra and having to reload the os, load only the good stuff",1
,1
Easily one of the most fun games for a android and ios I can't think of many games as fun to play on phone as this,1
,1
,1
Brilliant Must download,1
 Fun Very fast and easy to use  but just one bad thing,1
 There is no Brock lesnar entrance,1
So funny I enjoy this game every time I play it,1
 I always played it,1
" First time I think this game is not good, but when I played it, it's so fun Keep deleting and downloading again",1
,1
,1
,1
 Download ve rawh u in zawng chhang hrim hrim ang,1
,1
,1
,1
,1
Best blackjack  in the market I recommend  this game,1
 Feels you are playing  in the casino,1
,1
GREAT REALLY REALLY LOVE IT Great game but plsss fix in on my device is an O 8,1
37 android plss fix it its force closing sometimes,1
,1
"Good My mother and I love this game Its super cool, but, can you make it easier An also, can there be game modes Thanks a lot",1
" Since I love the app, I will give you 5 stars by now",1
"Looks really good Im lucky I bought this game when it first came out because its come a long way, gg makers",1
Barbie life My sister has and she loves it  you guys need to give it a chance and it plays a song  me and my girls and you need to get the app,1
It is soo cool,1
 But I wish we didn't have to pay so much for the full version,1
,1
Cool This is so cool its true too,1
Only 5 stars cause they don't have 10,1
Great Keep those photos coming,1
A Relaxer I  agree this game is simple and easy to  play,1
,1
A picture is worth a thousand words Life,1
Awesome Since the update it's been way better totally deserves 5 stars keep it up,1
Loads of fun and it feels like you are making a difference to their little world,1
,1
"Best game ever As a big hitman fan, this is one of the best hitmans ever It bring puzzles strategy in a fun entertaining way Loved it",1
Gdufut Very bad comic,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Neutron I've always liked the vinyl sound used it for most of my music years compared to the hard edge of CD, but this players gets  as close as you can to that sound, I can start listening to the music again",1
,1
Top rated weather app By far the best weather app,1
"  As good as this app is, it can be improved 1",1
  Cloud cover overlay is poor,1
 2,1
  Needs option to add isobars on map overlay,1
  Implement the above for 5,1
"  Also,  customer service is exceptional",1
,1
Love this app,1
 This one is a bargain,1
"  Well laid out,  easy to read",1
,1
Loved it Something different,1
 Anything with words,1
 This app is easy to use and understand,1
" It's fun and challenging, keeps me engaged",1
,1
"Great Game Good in actual, even great in mobile",1
Lock screen Can this me added as a lock screen too That would be amazing,1
Spo good can't stop squashing zombies This   is the best  game  I have  ever seen in history though  it would  be cool if you could make a plant editing app for this still cool though,1
"New  Improved Im a fan of the original game, this one doesn't have as corrupted of an economy, lacking a trade feature",1
" The new improvements seem to be pretty good, got a 3 Asteroth in a free pact",1
,1
Great for toddlers 2 year old absolutely loves this game,1
,1
Wonderful I can scrible all i want,1
,1
Quite Addictive Cool amazing awesome nice keep up the good apps,1
"Awesome As others have said, I played on browser but bought anyway to support",1
" Also, I would like to get in touch with the developer for some questions, as this topic is my masters thesis",1
,1
Love it Bosh mind blown away,1
Wow This app is amazingly fun When I got on the app I had no idea how to use it so I thought it was hrorrible but then I found out how to do it and I am addicted I have made so many people And it is so much fun and never gets old Awesome worth 3,1
00,1
" Tried near all of them on the play store,  tbis is hands down the best",1
  Tons of variants and no bugs,1
  Even tracks your scores and times,1
"  Quit reading reviews and buy it, you wont regret it",1
,1
I love its awesome,1
this,1
I Like It Very nice game that can teach you some things,1
,1
"Great Had the free version, 4 lets my husband and I trade pokemon and enable super fast forward",1
 Haven't run into an glitches in the month we've had it,1
" Tried others first, not as smooth",1
 Thanks,1
Wow Cool ,1
Every Google install updates of Google play I tried and it worked Any body TRY,1
"Great gun sim I love this sim, as realistic a gun as I'll ever get to shoot in the UK",1
" Only thing is there hasn't been too many updates recently,  or any to be more precise",1
 Has the publisher moved on to other projects Great app anyway,1
,1
Great app Simple to use and combines the different power distributors into 1 app,1
"Excellent tracking tool I have used this app on many phones, currently on HTC One and it' s worked extremely well on all",1
" Tracking is outstanding, nice community, and great customer service",1
 Thanks,1
Woodland Beautiful,1
Fun and Addicting Love this game,1
 Easy to figure out,1
 Just a great way to kill time,1
,1
Parker you can not threaten her,1
Fun App We have had more fun with this,1
" The best things are on the free one though, don't spend the money",1
,1
Simply put its solitaire Pretty good,1
Relaxing game It's a cool game not a lot of noise in this one I enjoy it,1
,1
Good  Also try WILD WALLET  ny Online Dwnld Wild Wallt Right Now Do not forget to ntr My nus   d   1072816,1
 All I did was to uninstall and install again,1
 Now am smiling,1
,1
,1
,1
 great game,1
6 stars Compared to my dads GPS it wasn't as accurate,1
  About 23yrds off but more up to date on the course changes than his,1
 Played 9 holes and drained 35 battery,1
  Overall a great app and totally satisfied,1
,1
"This app beats sharing on facebook Fb is ok for pity peeps, but pinterest is for the no drama sharing",1
 Absolutely love it,1
Good for Home Run Derby Fans This is the only home run game that uses real MLB players and stadiums,1
 It takes a little bit of time to unlock better hear but overall great game,1
Awesome game I can't stop playing it,1
 Every night before going to sleep on playing,1
 Just awesome and so many y levels,1
,1
"Best grocerypantry app ever I LOVE this app I bought it years ago, but never used it to its full potential until recently",1
 It has eliminated the need for three other apps,1
  The scanning capability is my favorite feature and I love the pictures,1
,1
I want to know the end,1
,1
come on I want to know what will happen to may and how iam gonna fight Titan,1
,1
,1
when is the next update comingthe third chapter in the 7th act,1
Kids loves this I use this for my little ones,1
 It's keeps them busy for a while,1
,1
So much fun I love this game And I love the multiplayer its amazing I highly recommend this game to every one,1
It works great I can play a lot of songs an I can mix them,1
Best best best I like so much this app make me happy even i overworked my phone but become smooth,1
I just bought it When I finish this I will buy the second,1
"A little laggyslow motion Only down side is its a little laggy at times, but other wise its a great app",1
 Also I would love too see slow motion on all the guns especially the fully automatic ones,1
,1
Love it Great game a day really fun,1
Nice Need more colors to choose frm,1
Cute little bears,1
,1
,1
,1
 Hours of entertainment Seems super simple and it is,1
 But it's also very challenging and makes you use that thing that sits on top of your shoulders Love it,1
"Great  worth the money Good game, good story and content, graphic displays very well on my Z3compact, run so smoothly, does not sap battery much or heat up the phone ",1
,1
" skills and special attacks are cool, so far i dont see any disappointed point",1
Awesome game Addicted  already,1
,1
,1
 Hoping  there  are more maps fun game either way,1
  Challenges  are fun and it's not tooo easy,1
,1
A good one U can win at this one unlike others for the 1,1
56 I spent its wroth it good job,1
"Request It needs to add the player's name,multiplayer onlineand bluetooth,and be able to create your own team,and a playbook",1
  Niceeee Without any issue a nice game,1
,1
The best game ever I played,1
Cute Totally adorable game for the whole family,1
,1
Love it but,1
,1
,1
,1
,1
" Level 3 in calling all agents, battle ala mode goes black screen on me, and than stops working",1
,1
"Best Of all the different apps with this concept, this is by far the best",1
" Well made, excellent variety of songs and categories",1
Spot on little rally game well worth the few pence too buy,1
Loved it Even my 15th year old plays it It is even fun for me,1
Talking tom cat I love it because it does a lot of auasmesest thing I ever did in my life,1
Berry rush I loved it I just hope my mom will let me buy it soon,1
,1
"Best application, now i wait Material Design",1
Right on target Now I can let the family have some quality wake up calls,1
AWESOME I LOVE IT,1
"Awesome I love this game, endless runner coins to but stuff, you can buy new hoverboards, new characters, mystery boxes which hold items, only problem is, it's there's tagging, Graffiti, vandilizing train cars play at own risk",1
,1
Best Sports Service I have used many of this type of sports results,1
 This is the best by a country mile,1
 Results are the quickest and background information and statistics brilliant,1
 I use it all the time,1
,1
"Fun, difficult though 4 because I can't seem to have any success trading goods on the market for profit",1
,1
Mohammed Younus Quadri Eat fish daily good for health,1
 I've used this app several times for bar codes  QR codes,1
 It has worked perfectly AND quickly every time Thanks for the great app guys,1
Talking tom is one cool cat love it,1
,1
 I still cant find anyone to play coop with,1
,1
Amazing To be able to text on my tablet is amazing More than that it is free,1
Loving it An excellentfun way to help develop phonics,1
,1
       ,1
,1
It would be awesome if current moon degree was displayed as well,1
Just got it I was so excited now I got it,1
It's so Adorable This game is so adorable and it's tons of fun I really enjoy and it's a great way to pass time  All the bears are super duper adorable Somebody should make little plushies of them D,1
"Great time killer, Runs beautifully in HD I bought this mainly to support Rej and his development of Caustic  pure awesomeness",1
 However Sand is great on its own and lots of creative fun,1
 Even runs well on a full HD tablet  Thanks Rej,1
Get best gold hack I have been playing it in 100 years ago because it's very cool game like i was just wondering what you are looking to buy in a new gun and the other day and night and I am a beautiful person who is the best way to get gold,1
Works Nicely Thanks for this app,1
,1
,1
"simple, and very useful",1
"this is CrazZy P i really like this game , nice graphics and it's kinda fun playing it",1
